"text","staff","amenities","food/drinks","cleanliness","location"
"You still allowed us to park even thought we already check out this is a Plus service in your resort.",1,0,0,0,0
"You gave us more time to explore the whole area.",0,0,0,0,1
"Rooms were not cleaned and the baathroom need an upgrade for sure.",0,0,0,0,0
"Marine village is walking distance to town which is perfect.",0,0,0,0,1
"The rooms are run down and musty but it is still pricey because of great location.",0,0,0,0,0
"Overall I  would go back bc of location to beach and town.",0,0,0,0,0
"very nice quiet and clean and conviniet to all shops and rest.",0,0,0,1,0
"Nice hotel shops and restaurants within walking distance.",0,0,0,0,1
"Pool and beach area were nice.",0,0,0,0,0
"Only negative was there was no coffee or tea available and we had to do the grocery run to pick up some.",0,0,1,0,0
"Eating ice cream was in the refrigerator.",0,0,-1,0,0
"Towels were visibly stained.",0,0,0,0,0
"Staff was no where to be found.",0,0,0,0,0
"was tiny... but it was at least clean",0,0,0,0,0
"Owners were friendly and accommodating.",1,0,0,0,0
"Clean and spacious suite with separate room for kids and kitchenette.",0,0,0,1,0
"The first room they gave us was dirty.",0,0,0,0,0
"We had to ask for towels toilet paper tissues and an ice bucket.The tv/cable service was terrible.",0,0,0,0,0
"The toilet was running and had a dirty bath towel hanging in the door.",0,0,0,0,0
"Room had a foul smell.",0,0,0,0,0
"Its walking distance to Magic Forest!",0,0,0,0,1
"The pool area was pleasant.",0,0,0,0,1
"There was a mold/old cigarette smell.",0,0,0,0,0
"The pools inside and out were clean and in good shape.",0,0,0,1,0
"The children’s play area is overgrown with weeds and neglected.",0,0,0,0,0
"There was a musty smell in the room and we saw a couple of bugs.",0,0,0,0,0
"Nice outdoor pool area.",0,0,0,0,1
"Price was reasonable for the lake George area at the time of year.",0,0,0,0,1
"Friendly staff clean room.",1,0,0,1,0
"The only issue was the pool being ice cold but the staff did tell me ahead of time",1,0,0,0,0
"Room was very neat and clean.",0,0,0,1,0
"Front desk people were very friendly.",1,0,0,0,0
"Quaint motel in a great location.",0,0,0,0,0
"Desk staff were great.",1,0,0,0,0
"Room was clean and typical of what is expected from an older motel.",0,0,0,0,0
"Very clean hotel.",0,0,0,1,0
"and the staff was excellent.",1,0,0,0,0
"It was close to the lakecand shopping area.",0,0,0,0,1
"Very clean room beautiful view of Lake George.",0,0,0,1,0
"Check-in was easy staff  was helpful with information about the area.",1,0,0,0,1
"Comfy room and clean.",0,0,0,1,0
"We were given the type room reserved and it was clean.",0,0,0,0,0
"Clean rooms.",0,0,0,1,0
"Very friendly  staff.",1,0,0,0,0
"The view was AMAZING and in room was in walking distance to the strip but the bathroom was just a little too small.",0,0,0,0,1
"Nice and clean heated outdoor pool.",0,0,0,1,0
"The room was clean and comfy.",0,0,0,1,0
"Pool was clean.",0,0,0,-1,0
"Everything was what is uper clean and the person checking us in was really pleasant and efficient.",0,0,0,1,0
"A few rowdy folks staying but they were firmly asked to quiet down by the staff without us having to say anything.",0,0,0,0,0
"Perfect location for activities downtown.",0,0,0,0,1
"Staff was great.",1,0,0,0,0
"Very friendly staff.",1,0,0,0,0
"Nice clean and maintained 'Mom and Pop' run hotel.",0,0,0,1,0
"Location to town.",0,0,0,0,-1
"We like the staff and motel.",0,0,0,0,0
"Very clean and a great place to stay while visiting lake George.",0,0,0,1,0
"Excellent service!",1,0,0,0,0
"Great location!",0,0,0,0,1
"Staff very friendly walking distance into village clean rooms",1,0,0,1,1
"The room was nice high ceilings and clean.",0,0,0,1,0
"Staff were friendly and it is a great location to be so you can walk around the village rather than drive everywhere.",1,0,0,0,1
"Bathroom was tiny but room was clean and bed was comfortable.",0,0,0,1,0
"Nice motel clean  comfortable and convenient to walking downtown.",0,0,0,0,0
"I thought the room was exceptionally clean!",0,0,0,1,0
"The Admiral Motel is very clean and comfortable with easy walking access to pretty much anything in the central village of Lake George.",0,0,0,1,1
"Very peaceful inviroment clean updated room.",0,0,0,1,0
"The facility was clean and safe the management was friendly and we felt comfortable during our stay.",1,0,0,1,0
"The internet was very spotty and we had problems with the small coffee maker but otherwise our stay went well.",0,0,1,0,0
"Very convenient location.",0,0,0,0,1
"Hotel Management was very friendly and helpful.",1,0,0,0,0
"The place is completlu run down and has old carpets that smell awful.",0,0,0,0,0
"Good value for the area.",0,0,0,0,1
"The establishment is dog friendly so it was the biggest plus for us.",1,0,0,0,0
"The room was clean just missing a chair or table to sit by or place things on while in the room.",0,0,0,0,0
"If I would like to add something it would be maybe selling snacks and selling maybe bread or  donuts for the morning.",0,0,0,0,0
"We have traveled numerous times but never felt as welcomed as we did at Lee’s everything was amazing the STAFF is exceptional makes you feel like you visiting family.",1,0,0,0,0
"Nice staff.",1,0,0,0,0
"The cabin was what is uper clean and fit our needs for my Birthday’s gateaway.",0,0,0,1,0
"The place was last decorated along time ago but kept clean.",0,0,0,0,0
"The location is in between the factory outlets and Lake George village.",0,0,0,0,1
"Not close enough to walk to either  but that’s a good thing if you like quiet.",0,0,0,0,0
"The room was very clean.",0,0,0,1,0
"The staff very friendly and came over to greet us and welcome us.",1,0,0,0,0
"Nice small cabins.",-1,0,0,0,-1
"Nice staff   Sheets always felt damp.",-1,0,0,0,0
"The room was clean WiFi and TV were great and the A/C worked fine though a bit old.",0,0,0,1,0
"Also it was an easy walk to the village.",0,0,0,0,1
"Room was very large and clean",0,0,0,1,0
"Nice hotel in the center of Lake George a short walk to the downtown shops",0,0,0,0,1
"Clean with good amenities.",0,0,0,1,0
"Awful dirty room holes in walls bugs - TERRIBLE",0,0,0,0,0
"Pool and bar also has nice visibility to the lake.",0,0,1,0,0
"Village main area is about a 5-10 min walk.",0,0,0,0,1
"And roof bar was nice.",0,0,1,0,0
"The rooms also had dust throughout and a dirty toilet.",0,0,0,0,0
"It was a short walk to Village and on the lake which was good.",0,0,0,0,-1
"Need to provide coffee the beds were hard.",0,0,0,0,0
"It was 80 degrees out and the cabana bar was closed very disappointing.",0,0,0,0,0
"Not good breakfast.",0,0,0,0,0
"The carpet was old and the room was very musty smelling but very clean.",0,0,0,0,0
"Better pricing and quality at other diners in area.",0,0,0,0,-1
"Good location to village and nice view of the lake.",0,0,0,0,1
"I enjoyed my stay nice clean room and a friendly staff.",1,0,0,1,0
"Wish the beach front was cleaner and that kayaks were included in the cost.",0,0,0,0,0
"It would be nice if there were vending machines or food/drink options available closer to the pool are!",0,0,0,0,0
"It was clean and the staff was friendly.",1,0,0,1,0
"The location was great near all the bars and restaurants.",0,0,1,0,1
"Walked into the shopping areas even to the mini golf course.",0,0,0,0,0
"Great Location Staff was friendly and helpful.",1,0,0,0,1
"Room was clean.",0,0,0,1,0
"Beautiful hotel and nice and clean and friendly.",1,0,0,1,0
"Was close to village by a 5 minute walk.",0,0,0,0,1
"Location of property is excellent with most everything within walking distance.",0,0,0,0,1
"coffee maker hair dryer iron.",0,0,-1,0,0
"Everything was clean and neat.",0,0,0,1,0
"Otherwise great small place with very friendly owners.",1,0,0,0,0
"Friendly staff convenient location very clean reasonable.",1,0,0,1,1
"Motel was clean but believe that the cottage was off balance as bed did not set well.",0,0,0,0,0
"Felt cramped but staff was very nice.",1,0,0,0,0
"Cabins were in good shape and very clean.",0,0,0,1,0
"The location of the motel was great loved that we could drive up to door of the room.",0,0,0,0,0
"Nice bathroom with treads on bottom of tub and grab bar.",0,0,1,0,0
"Outdated but clean great value for the money.",0,0,0,1,0
"Cheap and clean and easy in and out.",0,0,0,1,0
"Cottage we stayed in needs restumping but was clean and functional",0,0,0,1,0
"Cabin was clean  and enjoyed sitting by the brook which runs through the back of the property.",0,0,0,1,0
"Walking distance to Lake George village .Bed was comfortable .",0,0,0,0,1
"Just what I needed .Friendly  accommodating staff.",1,0,0,0,0
"Bed comfy modest spacious room and bathroom spotless.",0,0,0,1,0
"The owner was very nice and friendly.",1,0,0,0,0
"Only complaint we had was our room smelled like cigarette smoke",0,0,0,1,0
"Wish they had breakfast and not just coffee",0,0,-1,0,0
"Brookside is not fancy but it is clean and kept up well.",0,0,0,1,0
"The folks are friendly and ready to fix any issue you might have.",1,0,0,0,0
"Perfect locationclean and staff was very friendly",1,0,0,0,0
"The staff were amazing and the owner was a genuinely good man.",1,0,0,0,0
"Great location close to all attractions and the lake.",0,0,0,0,1
"Friendly staff good area attractions recommended nice jacuzzi and indoor pool great location",1,0,0,0,1
"Sheets were not clean when we arrived.",0,0,0,0,0
"Staff was friendly and helpful.",1,0,0,0,0
"Our room was very clean great location to all our activities we scheduled.",0,0,0,1,1
"Love the rooms and location would love to stay here again.",0,0,0,0,1
"Very accommodating and friendly staff.",1,0,0,0,0
"Pool and hot tub are clean and warmcould be open later though.",0,0,0,1,0
"Just a few days away to relax and enjoy.",0,0,0,0,1
"Away from the busy but close enough to go to many of the attractions in the area.",0,0,0,0,1
"well maintained fair deal and staff is really nice.",1,0,0,0,0
"price and comfort location was good.time was good would stay again",0,0,0,0,1
"Staff was very friendly and helpful very clean and nice setting.",1,0,0,1,0
"Small and cozy clean",0,0,0,1,0
"very clean and very nice people would definately stay again",0,0,0,1,0
"Great value just off the main area of Lake George Village.",0,0,0,0,1
"Friendly staff.",1,0,0,0,0
"Coffee made available in the morning.",0,0,-1,0,0
"Hotel staff were very friendly.",1,0,0,0,0
"Only issue i have is being sent out of the main resort area which is what i thought i had paid for to a different property which looked nothing like the area i intended on staying at.",0,0,0,0,0
"The area was great dining was good and the golf course was in great shape considering all of the rain that is came in the past couple of weeks it just could have been that much better if it were not for the room...",0,0,0,0,1
"Hot water was stinking like rotten eggs.",0,0,0,0,0
"The last day there the 'waitress' acted like she did not know anything about the breakfast we were what is upposed to receive.",0,0,0,0,0
"1tiny bar of soap extra pillows had no pillow cases dimly lit stained carpeting.",0,0,0,0,0
"Staff was very nice allowed us to check in early without asking.",1,0,0,0,0
"What is uper nice with lots to do and very friendly people.",1,0,0,0,0
"Great location.",0,0,0,0,1
"Wonderful staff.",1,0,0,0,0
"Only complaint might be the high price considering the lack of amenities though the place was full so price may be comparable to others in area.",0,0,0,0,1
"Attendant was friendly and helpful at suggesting restaurants in the nearby area.",1,0,0,0,1
"Outstanding staff.",1,0,0,0,0
"Very clean comfortable room.",0,0,0,1,0
"Great location",0,0,0,0,1
"Wonderful stay and the owners and staff are some of the nicest people I’ve ever met.",1,0,0,0,0
"Thé hôtel is clean the room is confortable it’s a 12 minutes walk to the Main Street of Lake Placid.",0,0,0,1,1
"Perfect location quiet clean affordable great host!",0,0,0,1,1
"Staff was very friendly and helpful.",1,0,0,0,0
"The location is great -- less than a 10-minute walk to Main Street  and there are also several restaurants and stores nearer the hotel.",0,0,0,0,1
"The rooms have recently been updated and are kept very clean.",0,0,0,1,0
"Very noisy street area and AC",0,0,0,0,0
"Staff very friendly.",1,0,0,0,0
"Staff were very friendly and polite.",1,0,0,0,0
"The woman who ran the desk was very knowledgable of the area and welcomed you like family.",0,0,0,0,1
"Even though it was snowy and we could not go to Whiteface Mountain the place was magical comfortable and clean.",0,0,0,1,0
"Location was perfect.",0,0,0,0,1
"Chuck the property manager was beyond accommodating.",-1,0,0,0,0
"New clean good location good staff could use a blind on window above kitchen sink just that extra sense of privacy when there is a shoe store parking on other side also bed could be better on wheels and moves and spring  mattress was  squeaky and made a lot of noise.",0,0,0,1,0
